deliverable_id,discipline,project_phase,planned_value_usd,earned_value_usd,actual_cost_usd,completion_pct,planned_duration_days,actual_duration_days
DEL-11575,Piping & Layout,Construction & Erection,7358.9,3428.35,3284.08,46.6,66,89
DEL-11576,Piping & Layout,Construction & Erection,8113.06,6866.34,8984.39,84.6,23,24
DEL-11577,Piping & Layout,Procurement & Fabrication,1823.2,1165.49,1263.89,63.9,49,48
DEL-11578,Mechanical Equipment,Engineering & Design,1476.9,447.63,476.3,30.3,81,77
DEL-11579,Mechanical Equipment,Construction & Erection,2706.05,2334.14,2298.22,86.3,109,95
DEL-11580,Civil & Structural,Engineering & Design,2895.08,2796.8,3576.06,96.6,21,20
DEL-11581,Piping & Layout,Construction & Erection,8979.82,6557.81,7172.82,73.0,16,21
DEL-11582,Civil & Structural,Engineering & Design,3006.01,1294.81,1267.26,43.1,39,46
DEL-11583,Mechanical Equipment,Construction & Erection,2477.29,1819.09,1675.18,73.4,118,145
DEL-11584,Civil & Structural,Construction & Erection,3013.0,1645.52,1693.21,54.6,90,113
DEL-11585,Instrumentation & Control,Engineering & Design,12026.96,8174.63,7302.83,68.0,108,162
DEL-11586,Piping & Layout,Engineering & Design,4966.32,2651.22,3166.43,53.4,108,115
DEL-11587,Mechanical Equipment,Engineering & Design,4258.19,670.21,515.22,15.7,107,104
DEL-11588,Civil & Structural,Construction & Erection,4500.73,3041.28,3099.29,67.6,55,63
DEL-11589,Civil & Structural,Construction & Erection,13816.91,12595.64,14252.22,91.2,89,106
DEL-11590,Electrical,Engineering & Design,2699.07,653.33,712.99,24.2,66,70
DEL-11591,Mechanical Equipment,Construction & Erection,14078.54,10938.02,10198.69,77.7,101,89
DEL-11592,Instrumentation & Control,Procurement & Fabrication,5816.17,912.56,1039.44,15.7,95,104
DEL-11593,Piping & Layout,Procurement & Fabrication,4322.83,1111.01,1007.79,25.7,91,106
DEL-11594,Piping & Layout,Pre-Commissioning,36341.67,21444.91,22230.7,59.0,111,125
DEL-11595,Electrical,Procurement & Fabrication,2112.21,808.19,919.54,38.3,79,55
DEL-11596,Mechanical Equipment,Procurement & Fabrication,3703.57,3108.09,3448.23,83.9,118,88
DEL-11597,Piping & Layout,Engineering & Design,1833.63,1530.68,1436.92,83.5,91,110
DEL-11598,Piping & Layout,Engineering & Design,10529.85,5039.28,6146.03,47.9,52,51
DEL-11599,Piping & Layout,Engineering & Design,18983.99,17339.81,18258.89,91.3,81,122
DEL-11600,Instrumentation & Control,Engineering & Design,18693.63,12837.49,14781.72,68.7,94,125
DEL-11601,Piping & Layout,Construction & Erection,13084.18,3367.32,4274.36,25.7,56,45
DEL-11602,Piping & Layout,Procurement & Fabrication,4196.07,1217.49,1470.27,29.0,85,108
DEL-11603,Piping & Layout,Procurement & Fabrication,3669.49,3042.31,3675.17,82.9,68,94
DEL-11604,Civil & Structural,Engineering & Design,1290.86,730.0,780.3,56.6,81,79
DEL-11605,Piping & Layout,Engineering & Design,25051.75,15830.47,18348.94,63.2,92,96
DEL-11606,Civil & Structural,Construction & Erection,7152.25,2182.97,2340.23,30.5,78,74
DEL-11607,Piping & Layout,Pre-Commissioning,3315.73,2482.16,2131.18,74.9,94,79
DEL-11608,Electrical,Engineering & Design,14220.58,2305.58,2502.51,16.2,18,25
DEL-11609,Piping & Layout,Construction & Erection,2256.99,1313.88,1416.96,58.2,45,24
DEL-11610,Civil & Structural,Construction & Erection,6804.22,2689.17,3032.2,39.5,27,25
DEL-11611,Instrumentation & Control,Construction & Erection,4280.81,961.19,981.18,22.5,41,40
DEL-11612,Mechanical Equipment,Procurement & Fabrication,8192.23,6000.57,5555.22,73.2,73,80
DEL-11613,Civil & Structural,Engineering & Design,4671.06,3920.72,4463.64,83.9,79,64
DEL-11614,Piping & Layout,Engineering & Design,1539.57,1520.0,1281.37,98.7,78,104
DEL-11615,Piping & Layout,Construction & Erection,5221.09,1147.53,1444.54,22.0,39,27
DEL-11616,Mechanical Equipment,Procurement & Fabrication,11374.07,7032.06,7069.24,61.8,51,35
DEL-11617,Instrumentation & Control,Pre-Commissioning,4801.23,2208.84,2378.54,46.0,89,95
DEL-11618,Mechanical Equipment,Procurement & Fabrication,9137.04,6435.38,7231.98,70.4,87,70
DEL-11619,Mechanical Equipment,Engineering & Design,2129.36,1602.34,1808.41,75.2,85,94
DEL-11620,Electrical,Construction & Erection,4812.59,2670.7,2213.08,55.5,28,26
DEL-11621,Civil & Structural,Engineering & Design,2982.13,2852.7,3319.44,95.7,108,132
DEL-11622,Piping & Layout,Procurement & Fabrication,8933.69,7846.7,8517.38,87.8,38,33
DEL-11623,Mechanical Equipment,Construction & Erection,5040.16,4025.0,3802.46,79.9,81,109
DEL-11624,Instrumentation & Control,Pre-Commissioning,8536.1,5550.31,5148.19,65.0,62,74
DEL-11625,Piping & Layout,Construction & Erection,11733.09,2409.26,2384.91,20.5,117,106
DEL-11626,Mechanical Equipment,Construction & Erection,8546.65,2617.98,2212.69,30.6,105,124
DEL-11627,Piping & Layout,Construction & Erection,6114.97,1886.97,2449.93,30.9,79,86
DEL-11628,Civil & Structural,Pre-Commissioning,2211.51,1737.01,2193.71,78.5,52,63
DEL-11629,Piping & Layout,Engineering & Design,4903.83,4031.09,4465.46,82.2,104,123
DEL-11630,Civil & Structural,Engineering & Design,3208.4,1572.89,1583.1,49.0,84,95
DEL-11631,Electrical,Engineering & Design,3732.18,2136.74,2159.03,57.3,73,78
DEL-11632,Piping & Layout,Engineering & Design,3642.31,674.31,777.95,18.5,26,32
DEL-11633,Mechanical Equipment,Construction & Erection,2244.1,1260.02,1642.65,56.1,68,88
DEL-11634,Electrical,Construction & Erection,1026.72,686.53,655.25,66.9,65,71
DEL-11635,Instrumentation & Control,Construction & Erection,2879.83,1971.69,1720.03,68.5,52,61
DEL-11636,Piping & Layout,Engineering & Design,5737.07,4026.82,5122.7,70.2,60,75
DEL-11637,Civil & Structural,Construction & Erection,1671.47,1176.43,908.12,70.4,113,156
DEL-11638,Piping & Layout,Procurement & Fabrication,4976.82,2235.46,1986.7,44.9,24,32
DEL-11639,Instrumentation & Control,Construction & Erection,22476.26,15743.29,15790.07,70.0,23,29
DEL-11640,Instrumentation & Control,Construction & Erection,11141.65,3859.61,3110.6,34.6,101,99
DEL-11641,Civil & Structural,Procurement & Fabrication,18303.24,8945.93,10796.15,48.9,108,86
DEL-11642,Electrical,Engineering & Design,6720.4,3432.27,4010.73,51.1,66,77
DEL-11643,Civil & Structural,Engineering & Design,12506.55,6826.63,6511.11,54.6,65,76
DEL-11644,Mechanical Equipment,Construction & Erection,2754.05,1705.79,2101.44,61.9,36,35
DEL-11645,Piping & Layout,Pre-Commissioning,2935.19,2900.73,3647.36,98.8,87,69
DEL-11646,Electrical,Construction & Erection,549.32,252.66,258.48,46.0,97,135
DEL-11647,Piping & Layout,Engineering & Design,12694.4,2363.67,2298.43,18.6,86,98
DEL-11648,Electrical,Procurement & Fabrication,16852.58,4988.36,6878.65,29.6,82,67
DEL-11649,Electrical,Construction & Erection,3157.25,1372.81,1576.22,43.5,19,20
DEL-11650,Electrical,Construction & Erection,4011.17,2586.48,2789.38,64.5,97,77
DEL-11651,Piping & Layout,Engineering & Design,2688.96,1484.01,1846.9,55.2,96,115
DEL-11652,Piping & Layout,Engineering & Design,6674.99,2321.81,2519.84,34.8,43,61
DEL-11653,Piping & Layout,Construction & Erection,12087.73,11367.99,10960.53,94.0,97,99
DEL-11654,Civil & Structural,Procurement & Fabrication,1219.0,478.37,503.25,39.2,20,21
DEL-11655,Piping & Layout,Engineering & Design,6819.56,4689.09,5607.2,68.8,83,83
DEL-11656,Instrumentation & Control,Engineering & Design,3938.92,2652.89,1966.25,67.4,72,73
DEL-11657,Mechanical Equipment,Procurement & Fabrication,5381.46,3146.44,3136.35,58.5,57,52
DEL-11658,Piping & Layout,Construction & Erection,7095.35,3857.74,4812.37,54.4,83,111
DEL-11659,Civil & Structural,Pre-Commissioning,4227.8,2385.48,2297.74,56.4,86,95
DEL-11660,Civil & Structural,Construction & Erection,4523.9,3687.19,4689.79,81.5,105,113
DEL-11661,Mechanical Equipment,Procurement & Fabrication,4141.86,1974.36,2472.31,47.7,51,52
DEL-11662,Civil & Structural,Engineering & Design,10681.33,7610.48,7840.09,71.3,72,58
DEL-11663,Instrumentation & Control,Procurement & Fabrication,6870.61,3763.75,3593.33,54.8,116,145
DEL-11664,Civil & Structural,Procurement & Fabrication,5863.29,4436.43,4422.66,75.7,51,69
DEL-11665,Instrumentation & Control,Construction & Erection,1777.99,1624.38,2338.61,91.4,96,66
DEL-11666,Instrumentation & Control,Procurement & Fabrication,3630.54,820.9,1084.54,22.6,40,48
DEL-11667,Piping & Layout,Engineering & Design,10086.32,6977.07,7387.38,69.2,56,69
DEL-11668,Instrumentation & Control,Engineering & Design,5065.24,2915.61,2766.26,57.6,30,40
DEL-11669,Piping & Layout,Procurement & Fabrication,8330.05,7361.31,7785.0,88.4,36,47
DEL-11670,Electrical,Engineering & Design,20195.39,13759.77,14813.41,68.1,37,59
DEL-11671,Civil & Structural,Engineering & Design,11281.11,7015.91,5988.05,62.2,61,70
DEL-11672,Instrumentation & Control,Pre-Commissioning,5295.04,4735.81,4982.1,89.4,81,102
DEL-11673,Instrumentation & Control,Procurement & Fabrication,3265.63,1700.76,2106.16,52.1,17,18
DEL-11674,Electrical,Procurement & Fabrication,637.25,404.1,311.2,63.4,26,23
DEL-11675,Electrical,Construction & Erection,4295.37,2049.72,2385.85,47.7,37,44
DEL-11676,Piping & Layout,Pre-Commissioning,3786.47,3091.29,3852.43,81.6,25,31
DEL-11677,Piping & Layout,Construction & Erection,6716.3,1692.93,1618.3,25.2,66,74
DEL-11678,Civil & Structural,Construction & Erection,4345.41,3160.34,4089.88,72.7,64,47
DEL-11679,Piping & Layout,Procurement & Fabrication,3803.56,3318.93,3108.01,87.3,71,55
DEL-11680,Mechanical Equipment,Procurement & Fabrication,1183.8,740.25,818.84,62.5,78,95
DEL-11681,Piping & Layout,Procurement & Fabrication,2316.99,1601.89,1592.26,69.1,60,59
DEL-11682,Instrumentation & Control,Construction & Erection,7196.29,652.42,648.48,9.1,43,49
DEL-11683,Mechanical Equipment,Construction & Erection,19394.14,15640.3,14817.7,80.6,84,97
DEL-11684,Electrical,Procurement & Fabrication,4545.89,3531.57,4042.89,77.7,60,62
DEL-11685,Piping & Layout,Engineering & Design,6388.46,3717.86,4339.93,58.2,30,30
DEL-11686,Instrumentation & Control,Construction & Erection,10529.99,6293.94,6484.88,59.8,112,116
DEL-11687,Instrumentation & Control,Engineering & Design,2569.03,1758.85,1470.41,68.5,65,77
DEL-11688,Civil & Structural,Construction & Erection,6590.94,2658.0,2925.06,40.3,115,133
DEL-11689,Mechanical Equipment,Construction & Erection,2717.88,1017.79,1122.93,37.4,25,23
DEL-11690,Electrical,Construction & Erection,9816.89,7592.71,7649.6,77.3,25,26
DEL-11691,Piping & Layout,Construction & Erection,5547.61,2364.71,3121.62,42.6,77,65
DEL-11692,Civil & Structural,Construction & Erection,6240.16,4260.28,3431.27,68.3,67,78
DEL-11693,Civil & Structural,Procurement & Fabrication,2627.85,195.67,138.42,7.4,103,100
DEL-11694,Piping & Layout,Construction & Erection,8652.69,4711.22,4383.2,54.4,72,87
DEL-11695,Civil & Structural,Construction & Erection,26049.93,4587.82,5260.23,17.6,33,33
DEL-11696,Piping & Layout,Engineering & Design,2194.41,1536.03,1354.2,70.0,46,59
DEL-11697,Piping & Layout,Engineering & Design,3745.06,2512.02,2242.87,67.1,64,85
DEL-11698,Piping & Layout,Engineering & Design,5915.23,3085.5,3649.08,52.2,86,99
DEL-11699,Instrumentation & Control,Procurement & Fabrication,9219.95,2868.63,3182.41,31.1,69,68
DEL-11700,Civil & Structural,Construction & Erection,3141.21,2301.21,2523.41,73.3,90,79
DEL-11701,Instrumentation & Control,Construction & Erection,509.57,404.6,468.21,79.4,55,69
DEL-11702,Civil & Structural,Engineering & Design,14579.21,6841.74,6679.05,46.9,113,118
DEL-11703,Piping & Layout,Engineering & Design,9030.88,1525.41,1499.71,16.9,84,90
DEL-11704,Civil & Structural,Pre-Commissioning,1218.82,701.42,814.68,57.5,35,34
DEL-11705,Civil & Structural,Engineering & Design,3022.82,837.97,702.45,27.7,40,31
DEL-11706,Piping & Layout,Procurement & Fabrication,17232.39,15494.78,11134.43,89.9,15,19
DEL-11707,Mechanical Equipment,Construction & Erection,15650.17,13191.38,12861.69,84.3,95,99
DEL-11708,Piping & Layout,Procurement & Fabrication,10414.06,5467.52,6449.66,52.5,113,78
DEL-11709,Mechanical Equipment,Engineering & Design,4268.89,2806.81,3026.68,65.8,41,42
DEL-11710,Mechanical Equipment,Engineering & Design,5252.13,4986.54,5827.24,94.9,64,50
DEL-11711,Piping & Layout,Engineering & Design,4426.03,2875.96,2121.18,65.0,80,94
DEL-11712,Piping & Layout,Construction & Erection,12119.75,6607.49,7184.48,54.5,114,131
DEL-11713,Electrical,Procurement & Fabrication,2438.96,1230.11,1399.96,50.4,79,108
DEL-11714,Civil & Structural,Engineering & Design,2579.52,1994.1,1669.82,77.3,24,18
DEL-11715,Piping & Layout,Construction & Erection,11028.3,6312.88,7381.71,57.2,109,147
DEL-11716,Instrumentation & Control,Construction & Erection,4743.41,4321.08,4421.64,91.1,51,59
DEL-11717,Piping & Layout,Engineering & Design,14805.79,11869.68,17812.83,80.2,83,65
DEL-11718,Mechanical Equipment,Procurement & Fabrication,2872.08,926.11,660.7,32.2,55,78
DEL-11719,Instrumentation & Control,Construction & Erection,4704.04,2763.78,3441.92,58.8,60,62
DEL-11720,Piping & Layout,Engineering & Design,2349.76,1066.53,1046.14,45.4,91,75
DEL-11721,Piping & Layout,Procurement & Fabrication,4943.8,2238.44,1785.0,45.3,59,75
DEL-11722,Piping & Layout,Construction & Erection,1505.92,1346.94,1294.35,89.4,102,86
DEL-11723,Piping & Layout,Construction & Erection,3327.22,1393.89,1507.66,41.9,41,53
DEL-11724,Piping & Layout,Construction & Erection,1557.75,199.56,238.59,12.8,79,81
DEL-11725,Mechanical Equipment,Construction & Erection,8562.42,2928.57,3802.15,34.2,98,97
DEL-11726,Piping & Layout,Construction & Erection,8719.1,5651.46,7082.88,64.8,22,18
DEL-11727,Civil & Structural,Procurement & Fabrication,1231.26,262.37,234.87,21.3,81,69
DEL-11728,Instrumentation & Control,Construction & Erection,14287.05,3461.83,4187.17,24.2,63,69
DEL-11729,Electrical,Procurement & Fabrication,36240.48,25281.73,27776.85,69.8,110,81
DEL-11730,Mechanical Equipment,Engineering & Design,5099.03,3084.27,2904.79,60.5,103,123
DEL-11731,Piping & Layout,Construction & Erection,2942.78,1843.15,1858.29,62.6,103,98
DEL-11732,Mechanical Equipment,Construction & Erection,47073.45,7046.34,6577.93,15.0,28,27
DEL-11733,Civil & Structural,Procurement & Fabrication,1710.99,547.58,572.53,32.0,76,89
DEL-11734,Civil & Structural,Pre-Commissioning,4994.46,2428.78,2260.1,48.6,57,58
DEL-11735,Piping & Layout,Engineering & Design,5674.27,4418.59,3913.99,77.9,41,54
DEL-11736,Instrumentation & Control,Procurement & Fabrication,14416.35,7597.16,8447.04,52.7,110,71
DEL-11737,Civil & Structural,Engineering & Design,6553.74,908.98,1031.07,13.9,41,50
DEL-11738,Piping & Layout,Construction & Erection,3298.07,3128.14,3165.24,94.8,82,87
DEL-11739,Civil & Structural,Construction & Erection,2296.3,1750.56,2179.71,76.2,117,109
DEL-11740,Civil & Structural,Procurement & Fabrication,3738.88,2199.55,2201.61,58.8,89,111
DEL-11741,Electrical,Construction & Erection,2196.14,541.03,538.1,24.6,62,73
DEL-11742,Electrical,Procurement & Fabrication,5106.45,3046.75,3470.47,59.7,81,90
DEL-11743,Electrical,Construction & Erection,3129.55,2038.38,2079.43,65.1,39,39
DEL-11744,Piping & Layout,Procurement & Fabrication,1487.38,796.57,838.57,53.6,78,72
DEL-11745,Civil & Structural,Procurement & Fabrication,13414.84,7706.16,5394.32,57.4,38,32
DEL-11746,Civil & Structural,Pre-Commissioning,3300.61,249.7,260.31,7.6,23,31
DEL-11747,Piping & Layout,Engineering & Design,1782.0,835.61,640.01,46.9,22,27
DEL-11748,Piping & Layout,Engineering & Design,4295.8,379.49,325.17,8.8,117,137
DEL-11749,Electrical,Construction & Erection,5191.08,4031.49,3385.25,77.7,109,106
DEL-11750,Piping & Layout,Pre-Commissioning,1215.4,1138.78,1006.24,93.7,73,107
DEL-11751,Civil & Structural,Procurement & Fabrication,6408.1,4798.46,4595.35,74.9,31,29
DEL-11752,Piping & Layout,Engineering & Design,2126.59,952.63,921.22,44.8,57,56
DEL-11753,Piping & Layout,Procurement & Fabrication,19318.59,2365.11,2695.37,12.2,109,155
DEL-11754,Piping & Layout,Procurement & Fabrication,7473.87,7170.95,7697.0,95.9,82,86
DEL-11755,Instrumentation & Control,Engineering & Design,3569.14,2192.57,1655.04,61.4,18,25
DEL-11756,Electrical,Construction & Erection,2707.73,1542.45,1623.42,57.0,115,131
DEL-11757,Instrumentation & Control,Pre-Commissioning,4518.91,2195.11,2387.7,48.6,22,21
DEL-11758,Civil & Structural,Procurement & Fabrication,8024.32,6141.18,6084.16,76.5,56,57
DEL-11759,Piping & Layout,Procurement & Fabrication,4815.55,4281.77,4413.94,88.9,63,58
DEL-11760,Civil & Structural,Procurement & Fabrication,4130.99,2527.37,2700.61,61.2,20,24
DEL-11761,Civil & Structural,Engineering & Design,5149.71,3499.18,4040.46,67.9,87,113
DEL-11762,Electrical,Construction & Erection,3031.8,2821.33,2267.7,93.1,56,65
DEL-11763,Piping & Layout,Procurement & Fabrication,3734.75,1121.79,1125.55,30.0,86,96
DEL-11764,Civil & Structural,Procurement & Fabrication,926.46,86.96,110.11,9.4,46,39
DEL-11765,Piping & Layout,Construction & Erection,10710.51,6529.87,8178.66,61.0,29,37
DEL-11766,Piping & Layout,Procurement & Fabrication,6241.89,3688.74,4307.12,59.1,96,118
DEL-11767,Electrical,Construction & Erection,2647.14,1838.74,2060.35,69.5,101,113
DEL-11768,Civil & Structural,Engineering & Design,22448.7,9105.24,11729.32,40.6,83,83
DEL-11769,Civil & Structural,Construction & Erection,5269.09,4227.77,5613.11,80.2,41,44
DEL-11770,Civil & Structural,Pre-Commissioning,2145.41,566.93,578.63,26.4,111,97
DEL-11771,Civil & Structural,Construction & Erection,9753.58,4362.02,3902.2,44.7,80,61
DEL-11772,Electrical,Pre-Commissioning,6757.7,5117.99,5115.21,75.7,116,116
DEL-11773,Instrumentation & Control,Engineering & Design,6738.98,5091.31,7659.9,75.6,73,65
DEL-11774,Instrumentation & Control,Procurement & Fabrication,3496.07,2906.43,2338.51,83.1,42,40
DEL-11775,Electrical,Construction & Erection,7047.28,6293.46,6101.0,89.3,38,37
DEL-11776,Piping & Layout,Construction & Erection,3986.2,1528.34,1265.61,38.3,65,68
DEL-11777,Mechanical Equipment,Procurement & Fabrication,7667.56,4936.2,5226.03,64.4,35,36
DEL-11778,Civil & Structural,Procurement & Fabrication,1070.67,852.75,733.02,79.6,45,20
DEL-11779,Piping & Layout,Engineering & Design,3473.44,1063.35,1088.53,30.6,89,101
DEL-11780,Electrical,Procurement & Fabrication,19491.31,7432.2,5555.46,38.1,64,70
DEL-11781,Piping & Layout,Engineering & Design,2660.7,879.49,996.15,33.1,106,133
DEL-11782,Instrumentation & Control,Construction & Erection,3031.85,1442.45,1764.62,47.6,54,55
DEL-11783,Civil & Structural,Engineering & Design,3434.51,3218.53,3161.91,93.7,82,105
DEL-11784,Mechanical Equipment,Engineering & Design,1859.67,132.88,135.5,7.1,30,31
DEL-11785,Mechanical Equipment,Construction & Erection,839.98,492.49,500.12,58.6,90,102
DEL-11786,Instrumentation & Control,Construction & Erection,4086.85,521.84,556.87,12.8,100,88
DEL-11787,Mechanical Equipment,Construction & Erection,5479.05,722.25,747.01,13.2,113,145
DEL-11788,Mechanical Equipment,Construction & Erection,4712.6,2425.73,2802.25,51.5,77,102
DEL-11789,Piping & Layout,Procurement & Fabrication,4376.91,3684.38,4513.21,84.2,70,101
DEL-11790,Civil & Structural,Construction & Erection,5086.94,3210.94,2947.29,63.1,94,89
DEL-11791,Piping & Layout,Procurement & Fabrication,11139.73,4862.99,4831.87,43.7,38,44
DEL-11792,Electrical,Engineering & Design,4220.22,3990.03,4689.26,94.5,113,87
DEL-11793,Civil & Structural,Construction & Erection,3104.89,1723.76,1425.12,55.5,42,29
DEL-11794,Mechanical Equipment,Pre-Commissioning,3924.91,3243.31,2414.29,82.6,107,125
DEL-11795,Piping & Layout,Procurement & Fabrication,7812.48,3352.9,3600.84,42.9,99,103
DEL-11796,Piping & Layout,Engineering & Design,15208.68,4635.59,5166.14,30.5,103,83
DEL-11797,Electrical,Engineering & Design,2973.47,2080.54,1938.35,70.0,117,128
DEL-11798,Piping & Layout,Engineering & Design,5319.57,4993.9,4760.2,93.9,45,56
DEL-11799,Piping & Layout,Procurement & Fabrication,6442.59,473.25,438.21,7.3,29,31
